id,Focus Area,Target Crash,Area Type,CountermeasureID,Countermeasure,Proven Countermeasure,CMF,Crash Severity,Road Type,Star Quality,Min AADT,Max AADT,Min Num Lanes,Max Num Lane,Cost,Service Life,Implementation Time,ContributingFactors,SSA ,AASHTO
2103,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.651,All,Principal Arterial Other,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2104,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.981,All,Principal Arterial Other,4,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2105,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.777,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2106,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.866,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2107,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.764,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2108,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.881,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2109,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.643,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2110,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.759,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2111,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.836,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2112,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.818,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2113,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.695,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2114,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.917,All,Principal Arterial Other,4,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2115,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.692,All,Principal Arterial Other,5,,,NA,NA,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2118,Seatbelt Usages (Occupant Protection),Rear-end collision,Urban,treat083,Resurface pavement,,0.858,"K (fatal),A (serious injury),B (minor injury)",Principal Arterial Other,4,2100,40500,1,4,TBD,TBD,TBD,"Urban, daytime/nighttime, dry surface",Safer People,Safer Drivers and Passengers
2119,Older Drivers,Lane departure,Urban and Suburban,treat125,Widen managed lane envelope,,0.98,All,Not specified,4,,,6,10,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",,Safer Drivers and Passengers
2119,Young driver,Lane departure,Urban and Suburban,treat125,Widen managed lane envelope,,0.98,All,Not specified,4,,,6,10,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
2169,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.989,All,Not specified,4,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2170,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.892,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2171,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.79,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2172,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.813,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2173,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.655,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2178,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,1.009,All,Not specified,4,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2179,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.651,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2180,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.981,All,Not specified,4,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2181,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.777,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2182,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.866,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2183,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.764,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2184,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.881,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2185,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.643,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2186,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.759,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2187,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.836,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2188,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.818,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2189,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.695,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2190,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.917,All,Not specified,4,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2191,Young driver,Run-off-road,Rural,treat146,Install safety edge treatment,Yes,0.692,All,Not specified,5,,,2,2,TBD,TBD,TBD,"Rural interstate, wet surface, poor visibility",Safer People,Safer Drivers and Passengers
2225,Distracted Driving,Head-on collision,All,treat035,Install centerline rumble strips,,0.668,All,Not specified,4,10,17700,2,2,TBD,TBD,TBD,"Two lane rural road, texting, inattention, poor visibility, reaction time ",Safer People,Safer Drivers and Passengers
2226,Impaired Driving,Lane change,All,treat064,Install edgeline or shoulder rumble strips,Yes,0.839,All,Not specified,4,10,17700,2,2,TBD,TBD,TBD,"Failing to signal, driver distraction, young driver",Safer People,Safer Drivers and Passengers
2226,Young driver,Lane departure,All,treat064,Install edgeline or shoulder rumble strips,Yes,0.839,All,Not specified,4,10,17700,2,2,TBD,TBD,TBD,"Rural two lane, dry surface",Safer People,Safer Drivers and Passengers
2228,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.968,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2229,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.973,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2230,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.061,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2231,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.003,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2232,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.973,All,Not specified,4,120,133762,2,6,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2233,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.908,All,Not specified,4,120,133762,2,6,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2234,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.954,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2235,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.012,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2236,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.941,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2237,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.229,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2238,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.983,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2239,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.01,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2240,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.91,All,Not specified,4,120,133762,2,10,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2241,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.986,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2242,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.898,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,5,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2243,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.146,All,Not specified,5,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2244,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.894,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2245,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.009,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2246,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,1.027,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2247,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.926,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2248,Distracted Driving,Hit-and-run,Rural,treat042,Install profiled thermoplastic pavement markings,,0.903,All,Not specified,4,120,23371,2,4,TBD,TBD,TBD,"Inattention, failure to yield, reaction time, poor visibility",Safer People,Safer Drivers and Passengers
2273,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2273,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2274,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.83,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2274,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.83,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2275,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.81,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2275,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.81,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2276,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2276,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2277,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.85,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2277,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.85,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2278,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.81,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2278,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.81,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2279,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.83,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2279,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.83,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2280,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.72,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,4,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2280,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.72,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,4,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2281,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2281,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2282,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.84,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2282,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.84,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2283,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.86,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2283,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.86,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2284,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.91,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2284,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.91,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2285,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2285,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.9,All,All,4,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2286,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,1.09,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,4,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2286,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,1.09,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,4,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2287,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.87,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2287,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.87,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2288,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.86,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2288,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.86,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2289,Distracted Driving,Pedestrian-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.87,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, daytime/nighttime, texting",Safer People,Safer Drivers and Passengers
2289,Pedestrians and Bicyclists,Intersection-related,Urban and Suburban,treat043,Modify signal phasing (implement a leading pedestrian interval),Yes,0.87,All,All,5,,,NA,NA,TBD,TBD,TBD,"Urban, foggy weather, speeding",Safer People,Safer Vulnerable Users
2304,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.72,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2304,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.72,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2304,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.72,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2305,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.926,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2305,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.926,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2305,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.926,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2306,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.466,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2306,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.466,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2306,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.466,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2307,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.836,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2307,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.836,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2307,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.836,"K (fatal),A (serious injury),B (minor injury),C (possible injury)",Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2308,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.746,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2308,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.746,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2308,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.746,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2309,Impaired Driving,Single vehicle ,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.88,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Wet surface, fatigue, older driver",Safer People,Safer Drivers and Passengers
2309,Pedestrians and Bicyclists,Intersection-related,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.88,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, foggy weather, older pedestrian/cyclist, speeding",Safer People,Safer Vulnerable Users
2309,Older Drivers,Lane departure,All,treat054,Upgrade existing markings to wet-reflective pavement markings,Yes,0.88,All,Not specified,4,,,NA,NA,TBD,TBD,TBD,"Rural, declining cognitive function, advarse weather",Safer People,Safer Drivers and Passengers
2333,Impaired Driving,Head-on collision,Rural,treat049,Provide short 2+1 road sections,,0.53,All,All,4,5234,18405,2,2,TBD,TBD,TBD,"Two way undivided road, poor visibility, driver's age",Safer People,Safer Drivers and Passengers
